,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation
1248,1280,3,3102,2017-03-28,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-08-24,Paquito,Maitland,M,37.0,1990-06-04,Assistant Manager,Property,Affluent Customer,N,No,2.0,9 John Wall Parkway,2323.0,NSW,Australia,6.0
1249,1281,0,2500,2017-02-19,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2012-05-18,Micky,Livings,F,35.0,1957-12-18,Senior Developer,Property,High Net Worth,N,Yes,17.0,556 Gale Road,4165.0,QLD,Australia,6.0
1250,1282,97,3491,2017-02-02,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,Leanna,Cromb,F,69.0,1976-04-03,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,10.0,82 Dahle Crossing,3195.0,VIC,Australia,10.0
1251,1284,38,2317,2017-07-29,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16,Alwin,Cuberley,M,97.0,1976-12-07,Tax Accountant,Health,Mass Customer,N,Yes,16.0,08475 Shoshone Park,3116.0,VIC,Australia,9.0
1252,1285,57,2290,2017-02-26,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2011-08-24,Myca,Standley,M,18.0,1981-03-10,Account Executive,Manufacturing,Mass Customer,N,Yes,5.0,1032 Killdeer Place,3631.0,VIC,Australia,3.0
1253,1286,11,2856,2017-12-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1993-10-02,Milissent,Deinert,F,53.0,1976-09-25,Marketing Manager,Financial Services,Mass Customer,N,Yes,13.0,57 Village Green Center,2077.0,NSW,Australia,10.0
1254,1287,35,1918,2017-10-13,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12,,,,,,,,,,,,504 Mesta Lane,2261.0,NSW,Australia,8.0
1255,1288,50,1419,2017-02-28,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2015-10-18,Roddy,Ollerton,M,5.0,1967-01-11,Physical Therapy Assistant,Financial Services,Mass Customer,N,Yes,4.0,9 Pond Avenue,2767.0,NSW,Australia,9.0
1256,1289,95,1368,2017-06-05,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,,,,,,,,,,,,03444 Scott Lane,3204.0,VIC,Australia,10.0
1257,1290,38,367,2017-10-08,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2007-12-11,Katrinka,Sturrock,F,93.0,1985-02-17,Programmer II,Manufacturing,Mass Customer,N,Yes,12.0,279 Jenna Circle,2179.0,NSW,Australia,12.0
1258,1291,46,463,2017-08-21,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2012-06-04,Allis,Blanche,F,9.0,1962-03-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,20.0,8750 Lakewood Gardens Park,2760.0,NSW,Australia,7.0
1259,1292,14,3187,2017-10-28,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2010-05-05,Samuele,Roycroft,M,75.0,1974-05-12,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,14.0,6735 Katie Way,2150.0,NSW,Australia,7.0
1260,1293,67,1931,2017-01-01,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,Boris,Syres,M,85.0,1973-11-06,Senior Developer,Health,Affluent Customer,N,No,6.0,642 Anderson Circle,4132.0,QLD,Australia,5.0
1261,1294,12,2311,2017-04-09,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,,,,,,,,,,,,01268 Stuart Hill,2145.0,NSW,Australia,10.0
1262,1295,93,158,2017-06-08,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03,,,,,,,,,,,,2 Continental Plaza,2263.0,NSW,Australia,6.0
1263,1296,0,3375,2017-10-24,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-28,Thorsten,Gregon,M,37.0,1993-03-21,Accounting Assistant I,Financial Services,High Net Worth,N,Yes,6.0,2782 Stephen Trail,2216.0,NSW,Australia,10.0
1264,1297,43,3255,2017-09-15,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09,,,,,,,,,,,,463 Merry Center,3128.0,VIC,Australia,10.0
1265,1298,93,743,2017-06-02,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2004-01-16,Pattin,Morican,M,89.0,1981-04-06,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0,0272 Pankratz Hill,2031.0,NSW,Australia,10.0
1266,1299,70,668,2017-01-29,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11,Ebony,Threadgall,F,61.0,1966-08-26,Junior Executive,Health,Mass Customer,N,No,7.0,186 Shasta Avenue,2066.0,NSW,Australia,9.0
1267,1300,75,604,2017-05-21,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22,Mella,Petrovsky,F,72.0,1998-02-10,Help Desk Operator,IT,Affluent Customer,N,No,3.0,07 Pepper Wood Way,2750.0,NSW,Australia,8.0
1268,1301,85,1893,2017-11-12,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,,,,,,,,,,,,319 Michigan Way,4350.0,QLD,Australia,4.0
1269,1302,25,2008,2017-05-25,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04,Jamill,Cudd,M,77.0,1993-07-27,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3.0,559 Blackbird Street,4580.0,QLD,Australia,2.0
1270,1303,54,3326,2017-02-14,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2005-10-22,Wes,Crotch,M,83.0,1975-04-13,Nurse,Manufacturing,High Net Worth,N,Yes,22.0,18118 Maple Wood Crossing,2763.0,NSW,Australia,9.0
1271,1304,67,2294,2017-09-29,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,Skipton,Cordie,M,25.0,1987-06-16,Associate Professor,Manufacturing,Mass Customer,N,No,21.0,7 Melrose Circle,4017.0,QLD,Australia,5.0
1272,1305,9,2161,2017-08-28,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07,,,,,,,,,,,,0 Delladonna Parkway,3189.0,VIC,Australia,10.0
1273,1306,46,1356,2017-11-20,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,,,,,,,,,,,,1 Bayside Pass,3076.0,VIC,Australia,8.0
1274,1307,62,1843,2017-04-23,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2011-04-16,,,,,,,,,,,,69 Valley Edge Lane,3144.0,VIC,Australia,8.0
1275,1308,0,1908,2017-08-16,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1991-05-06,Jaquelyn,Workman,F,2.0,1963-12-10,Help Desk Technician,Financial Services,High Net Worth,N,Yes,6.0,5766 Pearson Court,2227.0,NSW,Australia,8.0
1276,1309,76,2435,2017-08-29,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10,Orly,Ceney,F,69.0,1961-08-12,Account Coordinator,Manufacturing,Mass Customer,N,No,14.0,401 Pond Circle,4019.0,QLD,Australia,7.0
1277,1310,59,495,2017-06-26,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,2010-11-05,Lucius,Prescott,M,91.0,1959-02-21,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,4 Pond Parkway,3185.0,Victoria,Australia,9.0
1278,1311,3,1625,2017-03-08,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2007-08-04,Caryl,Clara,M,20.0,1977-12-09,Information Systems Manager,Property,Mass Customer,N,Yes,10.0,2 Southridge Crossing,2763.0,NSW,Australia,8.0
1279,1312,75,2774,2017-02-26,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22,,,,,,,,,,,,23 Clyde Gallagher Alley,3840.0,VIC,Australia,1.0
1280,1313,64,1473,2017-09-03,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-05-21,,,,,,,,,,,,25607 Summer Ridge Way,2448.0,NSW,Australia,5.0
1281,1314,5,3469,2017-06-04,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2007-08-04,Arabele,Lantoph,F,90.0,1987-08-24,Nurse Practicioner,Health,Mass Customer,N,Yes,5.0,9 Maywood Point,4304.0,QLD,Australia,3.0
1282,1315,43,1170,2017-10-05,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1993-04-12,Lari,Rotte,F,62.0,1964-11-30,Assistant Professor,IT,Mass Customer,N,Yes,4.0,378 Prentice Point,4064.0,QLD,Australia,9.0
1283,1316,64,2540,2017-08-04,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-04-11,,,,,,,,,,,,49 Sheridan Circle,2560.0,NSW,Australia,7.0
1284,1317,16,2142,2017-01-09,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09,,,,,,,,,,,,75581 Express Center,4503.0,QLD,Australia,3.0
1285,1318,12,3478,2017-06-08,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,Hartwell,Schach,M,54.0,1986-08-08,Quality Control Specialist,Health,Mass Customer,N,No,17.0,90 Westerfield Street,2880.0,NSW,Australia,1.0
1286,1319,97,414,2017-03-01,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07,Thorin,Grimoldby,M,12.0,1976-07-16,Social Worker,Health,High Net Worth,N,No,10.0,84549 Jenifer Crossing,2570.0,NSW,Australia,8.0
1287,1320,95,372,2017-10-27,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1994-08-10,Moina,Thumim,F,19.0,1987-08-13,Graphic Designer,Property,Affluent Customer,N,Yes,4.0,841 Anderson Drive,3101.0,VIC,Australia,8.0
1288,1321,21,364,2017-10-17,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05,Leontyne,Simpkiss,F,96.0,1976-09-30,Database Administrator III,Financial Services,Affluent Customer,N,No,11.0,18264 Maryland Way,4217.0,QLD,Australia,9.0
1289,1322,3,3214,2017-10-23,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2004-09-28,Cindelyn,Balas,F,2.0,1993-01-21,Software Engineer III,Financial Services,Mass Customer,N,Yes,9.0,050 Monterey Street,4869.0,QLD,Australia,3.0
1290,1323,7,2380,2017-02-24,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2011-04-16,Merissa,Milella,F,44.0,1956-04-09,Technical Writer,Retail,Mass Customer,N,Yes,15.0,4 Judy Park,2016.0,NSW,Australia,10.0
1291,1324,91,643,2017-06-16,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1994-08-10,Carolee,Butters,F,48.0,1982-12-29,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,10.0,491 Merry Crossing,3011.0,Victoria,Australia,4.0
1292,1325,52,1298,2017-01-11,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25,Guglielmo,Yele,M,35.0,1974-04-06,Research Nurse,Health,Mass Customer,N,No,16.0,029 Scott Center,4205.0,QLD,Australia,5.0
1293,1326,91,756,2017-03-28,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,2013-06-09,Carin,Lauthian,F,65.0,1974-09-25,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,43 Jana Way,3750.0,VIC,Australia,7.0
1294,1327,99,773,2017-03-20,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10,,,,,,,,,,,,88 Bay Drive,4305.0,QLD,Australia,3.0
1295,1328,52,1641,2017-04-27,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25,Vasily,Sturgeon,M,29.0,1972-09-01,Community Outreach Specialist,Financial Services,Mass Customer,N,No,14.0,20 Mcguire Hill,3198.0,VIC,Australia,4.0
1296,1329,73,54,2017-10-07,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2004-07-25,Loralyn,Wonfor,F,2.0,1966-07-24,Sales Associate,Property,Mass Customer,N,Yes,18.0,6 Homewood Avenue,2142.0,New South Wales,Australia,8.0
1297,1330,90,2261,2017-04-25,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2002-10-10,Gerome,Monshall,M,81.0,1980-09-21,Account Representative II,Health,Mass Customer,N,Yes,13.0,7035 Crest Line Place,3101.0,VIC,Australia,11.0
1298,1331,31,2881,2017-02-13,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10,Ezra,Steffan,M,71.0,1962-09-27,Associate Professor,Health,Affluent Customer,N,Yes,11.0,8750 Corben Trail,2089.0,NSW,Australia,11.0
1299,1332,94,2678,2017-03-20,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09,Amble,Tandy,M,33.0,1976-12-30,Sales Associate,Health,Mass Customer,N,No,11.0,59 Hoepker Lane,3191.0,VIC,Australia,11.0
1300,1333,83,1841,2017-11-24,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16,Nathanial,D'Ambrogi,M,63.0,1995-10-22,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2.0,2590 Northport Hill,2070.0,NSW,Australia,11.0
1301,1334,0,1304,2017-01-18,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,,,,,,,,,,,,16039 Warrior Parkway,4130.0,QLD,Australia,7.0
1302,1335,18,1969,2017-09-30,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2011-05-07,Dimitry,Kunkler,M,54.0,1961-07-06,Teacher,IT,Mass Customer,N,Yes,19.0,248 School Park,3156.0,VIC,Australia,8.0
1303,1336,43,1016,2017-10-07,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2014-07-28,Adrian,Prettyjohns,M,0.0,1959-08-12,Legal Assistant,IT,Mass Customer,N,Yes,17.0,5 Sheridan Circle,3934.0,VIC,Australia,11.0
1304,1337,53,635,2017-09-21,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1993-07-20,,,,,,,,,,,,165 Petterle Place,2145.0,NSW,Australia,8.0
1305,1338,98,677,2017-10-20,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16,El,Toupe,M,59.0,1997-07-28,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5.0,5 Lyons Alley,2216.0,NSW,Australia,10.0
1306,1339,89,482,2017-05-23,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20,,,,,,,,,,,,40504 Tennyson Drive,2046.0,NSW,Australia,9.0
1307,1340,90,442,2017-02-18,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,,,,,,,,,,,,3 Sutteridge Park,4074.0,QLD,Australia,6.0
1308,1341,39,1533,2017-09-17,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1997-05-10,Sonia,Rous,F,59.0,1977-07-02,Social Worker,Health,Affluent Customer,N,Yes,8.0,2 Moulton Drive,2567.0,NSW,Australia,10.0
1309,1342,88,226,2017-04-03,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-16,Bondie,Letty,M,96.0,1977-11-11,Database Administrator IV,Manufacturing,Mass Customer,N,No,20.0,04139 Delladonna Place,2519.0,NSW,Australia,7.0
1310,1343,62,3353,2017-04-22,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2015-05-21,,,,,,,,,,,,9229 Division Park,2205.0,NSW,Australia,8.0
1311,1344,81,3216,2017-06-19,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2004-08-07,Edgar,Ordish,M,59.0,1998-05-08,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1.0,26710 Express Trail,4390.0,QLD,Australia,7.0
1312,1345,76,3254,2017-11-29,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10,Lissy,Paliser,F,8.0,2001-05-22,Human Resources Assistant I,Financial Services,Mass Customer,N,No,1.0,50602 Katie Lane,4701.0,QLD,Australia,6.0
1313,1346,7,82,2017-02-20,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,Gleda,Cokely,F,93.0,1965-06-28,Software Test Engineer III,Property,High Net Worth,N,No,19.0,2083 Spaight Court,3977.0,VIC,Australia,8.0
1314,1347,71,3373,2017-10-01,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24,Inna,Atack,F,19.0,1991-01-25,Research Associate,Health,Mass Customer,N,No,5.0,25460 Buell Avenue,2060.0,NSW,Australia,10.0
1315,1348,40,918,2017-05-10,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21,Mahmud,Chiles,M,73.0,1975-02-26,Internal Auditor,Health,High Net Worth,N,No,13.0,8 Colorado Circle,3730.0,VIC,Australia,4.0
1316,1349,38,406,2017-02-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,Rhona,Spilsburie,F,58.0,1987-06-16,Financial Analyst,Financial Services,High Net Worth,N,No,12.0,07 New Castle Circle,2646.0,NSW,Australia,1.0
1317,1350,86,2223,2017-01-12,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,Sarita,Georgiev,F,38.0,1981-01-29,Professor,Health,Mass Customer,N,No,12.0,2 Michigan Parkway,3006.0,VIC,Australia,5.0
1318,1351,1,1196,2017-06-28,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,Phillie,Bradforth,F,23.0,1998-03-19,Research Nurse,Health,Mass Customer,N,No,2.0,894 Maple Wood Drive,2251.0,NSW,Australia,10.0
1319,1352,66,999,2017-08-15,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2015-10-18,,,,,,,,,,,,5357 Mcguire Plaza,3073.0,VIC,Australia,9.0
1320,1353,43,1576,2017-04-20,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04,Reube,Roscrigg,M,77.0,1985-11-10,VP Marketing,Financial Services,Mass Customer,N,No,20.0,3525 Buena Vista Plaza,2120.0,NSW,Australia,9.0
1321,1354,46,1872,2017-07-30,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2003-02-16,Leif,Feeney,M,75.0,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14.0,5809 Coolidge Avenue,2747.0,NSW,Australia,6.0
1322,1356,4,3251,2017-03-27,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,Cammie,Edridge,F,95.0,1976-08-27,Safety Technician II,Financial Services,High Net Worth,N,Yes,8.0,11 Mifflin Junction,2193.0,NSW,Australia,10.0
1323,1357,35,853,2017-05-23,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12,Nolana,Rotter,F,26.0,1981-10-04,Media Manager I,Retail,Mass Customer,N,Yes,16.0,49 Buhler Plaza,2650.0,NSW,Australia,2.0
1324,1358,6,636,2017-10-13,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07,,,,,,,,,,,,8 Golf Drive,2747.0,NSW,Australia,9.0
1325,1359,35,935,2017-03-27,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1995-12-19,,,,,,,,,,,,33 Farwell Crossing,2575.0,NSW,Australia,10.0
1326,1360,3,3289,2017-08-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-05-07,Frederico,Spearman,M,43.0,1978-01-04,Assistant Manager,Property,Mass Customer,N,No,12.0,8107 Coolidge Pass,2075.0,NSW,Australia,12.0
1327,1361,88,613,2017-10-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09,Carolann,O'Hallagan,F,4.0,1989-11-14,Analyst Programmer,Property,High Net Worth,N,No,17.0,2 Hoffman Way,2212.0,NSW,Australia,9.0
1328,1363,38,2347,2017-05-15,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,,,,,,,,,,,,1081 Laurel Park,2049.0,NSW,Australia,12.0
1329,1364,36,1771,2017-08-08,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,Zarah,Santello,F,1.0,1974-11-01,Geological Engineer,Manufacturing,Mass Customer,N,Yes,14.0,410 Hoepker Pass,4123.0,QLD,Australia,5.0
1330,1365,73,1698,2017-09-21,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2014-10-10,,,,,,,,,,,,1301 Northwestern Place,2117.0,NSW,Australia,9.0
1331,1366,65,1793,2017-02-20,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2010-11-05,Hewett,Handes,M,19.0,1989-06-14,Actuary,Financial Services,Mass Customer,N,Yes,2.0,05239 Springs Circle,3030.0,VIC,Australia,7.0
1332,1367,13,1403,2017-07-19,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09,Germana,McFadin,F,18.0,1980-12-01,Geologist II,Retail,Mass Customer,N,No,16.0,7530 Sutteridge Hill,3030.0,VIC,Australia,7.0
1333,1368,5,520,2017-12-06,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29,Jazmin,Neumann,F,66.0,1964-08-09,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15.0,3169 Old Gate Point,2211.0,NSW,Australia,9.0
1334,1369,60,2618,2017-12-17,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,,,,,,,,,,,,2271 Fordem Plaza,2780.0,NSW,Australia,8.0
1335,1370,52,347,2017-01-18,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1997-01-25,Berkly,Grishinov,M,50.0,1965-06-06,Marketing Manager,Financial Services,Mass Customer,N,No,9.0,3 Moulton Lane,2153.0,NSW,Australia,9.0
1336,1371,100,3352,2017-11-23,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,Fredek,Lobley,M,14.0,1994-12-28,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,1.0,29863 Waxwing Court,3056.0,VIC,Australia,5.0
1337,1373,72,566,2017-01-04,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1993-06-23,Datha,McPheat,F,66.0,1978-12-09,Systems Administrator I,Financial Services,High Net Worth,N,Yes,9.0,396 Butternut Point,2230.0,NSW,Australia,12.0
1338,1374,33,616,2017-09-29,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,,,,,,,,,,,,608 Basil Alley,2306.0,NSW,Australia,4.0
1339,1375,63,2812,2017-10-04,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1991-08-05,,,,,,,,,,,,5636 Glendale Point,2769.0,NSW,Australia,10.0
1340,1376,23,2924,2017-07-16,0.0,Cancelled,Norco Bicycles,Mountain,low,small,688.63,612.88,1991-11-10,Fina,McLaughlin,F,79.0,1988-01-26,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,6.0,90 Nobel Way,3166.0,VIC,Australia,10.0
1341,1377,9,1499,2017-07-06,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2016-07-09,Patton,Wrey,M,88.0,1973-08-18,Design Engineer,Manufacturing,Mass Customer,N,Yes,11.0,543 Morrow Terrace,2261.0,NSW,Australia,8.0
1342,1378,58,137,2017-03-25,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25,Vaughn,Artin,M,27.0,1987-11-21,Office Assistant II,Property,High Net Worth,N,No,10.0,869 Forster Circle,2112.0,New South Wales,Australia,10.0
1343,1379,13,3128,2017-03-09,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2006-02-02,Betteanne,Alldread,F,96.0,1965-06-26,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16.0,6958 Knutson Pass,3620.0,VIC,Australia,1.0
1344,1380,76,957,2017-06-02,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2015-08-10,Jamima,Gannan,F,80.0,1994-08-20,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0,1346 Forest Dale Point,3111.0,VIC,Australia,10.0
1345,1381,61,114,2017-10-21,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,Sunny,Swindells,F,10.0,1985-10-23,Teacher,Entertainment,Affluent Customer,N,No,8.0,60 Oneill Street,2170.0,New South Wales,Australia,9.0
1346,1383,2,2755,2017-10-25,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-15,Karen,La Wille,F,66.0,1999-07-28,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,1.0,2241 Pearson Plaza,4503.0,QLD,Australia,6.0
1347,1384,57,1389,2017-02-21,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21,,,,,,,,,,,,5586 Buena Vista Avenue,3106.0,VIC,Australia,10.0
1348,1385,73,1130,2017-05-29,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,,,,,,,,,,,,6 Buell Point,2062.0,NSW,Australia,12.0
1349,1386,76,564,2017-01-05,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10,Nettie,Iddy,F,7.0,1983-11-07,Operator,Retail,High Net Worth,N,No,7.0,19 Lakewood Gardens Way,2760.0,NSW,Australia,9.0
1350,1387,80,1814,2017-06-27,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25,Shawn,Platfoot,F,33.0,1988-08-18,Web Designer IV,Retail,Affluent Customer,N,No,17.0,91 Mosinee Point,2166.0,NSW,Australia,5.0
1351,1388,57,2992,2017-11-10,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-05-21,Crystal,Assur,F,26.0,1974-05-31,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,9610 Gateway Trail,3429.0,VIC,Australia,5.0
1352,1389,94,486,2017-02-15,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1994-08-10,Prudi,Edon,F,0.0,1955-12-30,Technical Writer,Manufacturing,Affluent Customer,N,Yes,15.0,87 Stone Corner Park,3141.0,Victoria,Australia,7.0
1353,1390,49,3474,2017-08-15,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1997-10-04,Justinian,Crowhurst,M,93.0,1979-11-06,Assistant Manager,Manufacturing,Mass Customer,N,No,14.0,06 Lake View Plaza,4515.0,QLD,Australia,1.0
1354,1391,28,3084,2017-02-03,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1992-10-11,Birgit,Dowers,F,57.0,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16.0,41205 Straubel Place,4305.0,QLD,Australia,4.0
1355,1392,70,1541,2017-10-21,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2004-07-25,Dynah,Grimes,F,7.0,1954-12-28,Structural Engineer,Argiculture,Mass Customer,N,Yes,13.0,22 Portage Road,2155.0,NSW,Australia,9.0
1356,1393,65,2939,2017-03-12,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2005-10-22,,,,,,,,,,,,72 Buell Pass,2200.0,NSW,Australia,9.0
